ID	Title	URL	Version	Word count	OWE	SPURIOUS	SPECIFIC	LETTER	ROUNDUP	NON-UK EDITION	NON-ENGLISH	VIDEO	NON-DISRUPTIVE OWE	OWE_FOCUSSED	OWE_SPECIFIC_LLM	OWE_SPECIFIC_HUMAN	PASSES_SCREENING	PASSES_SCREENING_SPECIFIC	SUMMARY_CHECK	CORRECTION_INSTRUCTIONS	REPLACED_FIELDS
Metro_None_I-will-spend-every	I will spend every day of the rest of my life worried about my cancer coming back	https://metro.co.uk/2023/10/29/there-is-no-such-thing-as-the-all-clear-after-breast-cancer-19694221/	original	1423	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-01-27_Greta-Thunberg-joins	Greta Thunberg joins protest against expansion of Hampshire airport	https://www.theguardian.com/environment/2024/jan/27/greta-thunberg-joins-protest-against-expansion-of-hampshire-airport	original	456	No	No	Yes	No	No	No	No	No	Yes	No	Yes	Unused	No	No	no_check		
The-Guardian_2024-11-07_It-can-lead-to	‘It can lead to chaos’: false claims and hoaxes surge as Spain’s floods recede	https://www.theguardian.com/world/2024/nov/07/it-can-lead-to-chaos-false-claims-and-hoaxes-surge-as-spains-floods-recede	original	897	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_None_I-had-to	‘I had to find a way to survive’: ultrarunner Sabrina Pace-Humphreys on racing, racism and learning to love the outdoors	https://www.theguardian.com/lifeandstyle/2023/dec/24/i-had-to-find-a-way-to-survive-sabrina-pace-humphreys-on-race-and-trail-running	original	1695	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-10-22_New-commission-may-ban	New commission may ban English water companies from making a profit	https://www.theguardian.com/environment/2024/oct/22/new-commission-may-ban-england-water-companies-from-making-a-profit	original	1003	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-08-25_Police-acting-as	Police acting as ‘private security’ for Drax power station, say climate activists	https://www.theguardian.com/business/article/2024/aug/25/police-acting-as-private-security-for-drax-power-station-say-climate-activists	original	941	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Not even owe	Yes	No	no_check		
The-Guardian_None_Record-number-of-electric	Record number of electric cars were sold in UK during 2024	https://www.theguardian.com/business/2025/jan/04/record-number-of-electric-cars-were-sold-in-uk-during-2024	original	695	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2025-02-11_BP-chief-says-it	BP chief says it will ‘fundamentally reset’ amid threat of activist investor	https://www.theguardian.com/business/2025/feb/11/bp-chief-profits-murray-auchincloss-elliott	original	849	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2024-06-08_ECO-WAR-We-were	ECO WAR We were shot at like in a James Bond movie, says Greenpeace activist in new BBC documentary about oil rig mission	https://www.thesun.co.uk/tv/28380624/bbc-two-documentary-on-thin-ice-putin-greenpeace/	original	1403	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	consistency_issue, form_issue The summary has a consistency issue because it omits crucial elements that were central to the original story's narrative and impact. The original article emphasized key dramatic elements like the memory card smuggled out in a matchbox, Paul McCartney's letter to Putin, and the international campaign that helped free the activists. The summary reduces this to simply stating the charges were reduced and they were freed, without explaining how or why this happened. This significantly changes the balance and tone from a dramatic story of international intrigue and celebrity intervention to a much more mundane account. The summary has a form issue because it contains a duplicated opening line - "THE new documentary investigates the British Greenpeace activists who planned to protest from the side of an oil rig in the Arctic" appears twice consecutively, which is a formatting error that would not appear in a proper news article.		
Sky_2024-06-29_Third-person-arrested	Third person arrested after Stonehenge sprayed with orange paint powder	https://news.sky.com/story/third-person-arrested-after-stonehenge-sprayed-with-orange-paint-powder-13160830	original	309	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
The-Guardian_2024-11-26_How-the-battle-of	How the battle of Claremont Road changed the world: ‘The whole of alternative London turned up’	https://www.theguardian.com/environment/2024/nov/26/how-the-battle-of-claremont-road-changed-the-world-the-whole-of-alternative-london-turned-up	original	2355	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
The-Guardian_2025-06-26_EU-rollback-on-environmental	EU rollback on environmental policy is gaining momentum, warn campaigners	https://www.theguardian.com/environment/2025/jun/26/eu-rollback-on-environmental-policy-deregulation-european-green-deal	original	1172	No	No	No	No	No	No	No	No	Yes	No	No	Unused	No	No	no_check		
BBC_2024-04-22_Who-is-the-Britain	Who is the Britain First candidate Nick Scanlon?	https://www.bbc.com/news/articles/cx8qxvr3y1ro	original	244	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-04-18_GP-could-be-struck	GP could be struck off after Just Stop Oil protest	https://www.bbc.com/news/articles/cv20p4e1zy5o	original	466	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Sky_2023-11-08_Pet-monkey-put	Pet monkey put down on medical advice after mistreatment	https://news.sky.com/story/pet-monkey-put-down-on-medical-advice-after-mistreatment-13003256	original	337	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-05-23_Alarm-as-German	Alarm as German climate activists charged with ‘forming a criminal organisation’	https://www.theguardian.com/environment/article/2024/may/23/alarm-as-german-climate-activists-charged-with-forming-a-criminal-organisation	original	576	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe unspecific	Yes	No	no_check		
The-Guardian_2023-11-25_Tom-Allen-At	Tom Allen: ‘At an early corporate gig, they opened the buffet in the middle of my set – everybody left’	https://www.theguardian.com/culture/2023/nov/25/tom-allen-interview	original	569	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Penis-size-does-matter	Penis size does matter – but not in the way you think	https://metro.co.uk/2023/11/17/penis-size-matter-not-way-think-19839333/	original	1336	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Mirror_2024-06-20_Just-Stop-Oil-protestors	Just Stop Oil protestors storm airfield 'used by Taylor Swift' and cover planes in orange paint	https://www.mirror.co.uk/news/uk-news/breaking-just-stop-oil-protestors-33064247	original	657	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
The-Guardian_2024-06-03_May-and-spring-were	May and spring were warmest on record in UK, Met Office says	https://www.theguardian.com/uk-news/article/2024/jun/03/may-spring-warmest-record-uk-met-office	original	520	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-havent-seen-my	I haven’t seen my kids in 11 years after my wife took them home with her	https://metro.co.uk/2023/11/15/best-dad-kids-taken-halfway-across-world-19825788/	original	1362	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-was-in-a	I was in a Channel 4 documentary – what happened next broke my heart	https://metro.co.uk/2023/11/05/i-was-in-a-channel-4-documentary-what-happened-next-broke-my-heart-19761264/	original	1699	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2025-04-26_Anger-flares-at-Just	Anger flares at Just Stop Oil 'last day of action'	https://www.bbc.com/news/articles/cn7xpxp6xxmo	original	386	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
The-Guardian_2024-12-07_Dont-dodge-your-responsibilities	‘Don’t dodge your responsibilities,’ Starmer warns English councils that block new homes	https://www.theguardian.com/society/2024/dec/07/starmer-english-councils-new-homes-housing-wildlife-labour	original	890	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-10-29_I-used-to-conserve	I used to conserve artworks. Now I am in prison for taking climate action	https://www.theguardian.com/commentisfree/2024/oct/29/art-climate-action-fossil-fuel-companies	original	934	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe unspecific	Yes	No	no_check		
Sky_2023-11-12_Adam-Boulton-Why	Adam Boulton: Why Met Police chief has a firmer grasp on liberal democracy than Suella Braverman	https://news.sky.com/story/adam-boulton-why-met-police-chief-has-a-firmer-grasp-on-liberal-democracy-than-braverman-13004734	original	1459	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Theres-more-to-sex	There’s more to sex than having an orgasm – men need to understand that	https://metro.co.uk/2023/10/13/theres-more-to-sex-than-orgasm-men-need-to-understand-that-19659580/	original	1195	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2024-01-28_Protesters-throw-soup	Protesters throw soup at Mona Lisa painting in Paris	https://news.sky.com/story/protesters-throw-soup-at-mona-lisa-painting-in-paris-13058454	original	419	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	form_issue The summarised article contains a form issue where the opening paragraph is duplicated - it appears both as a subtitle/summary line after the title and then again as the first paragraph of the article body. This creates an awkward repetition that would not be appropriate in a properly formatted news article.		
The-Guardian_2023-12-13_Morning-Mail-Thousands	Morning Mail: Thousands lose millions in crypto schemes, Queensland cyclone aftermath, Bowen hails end of fossil fuels	https://www.theguardian.com/australia-news/2023/dec/14/morning-mail-thousands-lose-millions-in-crypto-schemes-queensland-cyclone-aftermath-bowen-hails-end-of-fossil-fuels	original	1137	No	No	Yes	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2023-12-12_Lastditch-attempt-to	Last-ditch attempt to forge fresh Cop28 deal after original rejected	https://www.theguardian.com/environment/2023/dec/12/rich-countries-failing-show-leadership-break-cop28-impasse-activists-say	original	1155	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2023-10-11_Paint-sprayed-on-Falmouth	Paint sprayed on Falmouth University during protest	https://www.bbc.com/news/articles/czrwmgr4d0ko	original	192	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
Sky_2023-12-15_Just-Stop-Oil	Just Stop Oil protester jailed for six months for 'peaceful' march on London's Brent Cross Flyover	https://news.sky.com/story/just-stop-oil-protester-jailed-for-six-months-for-peaceful-march-on-londons-brent-cross-flyover-13030991	original	294	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
The-Guardian_None_The-Phoenix-Lewes	The Phoenix, Lewes: a new riverside neighbourhood that sounds almost too good to be true	https://www.theguardian.com/artanddesign/2024/mar/17/the-phoenix-development-lewes-east-sussex-old-ironworks-jonathan-smales-human-nature-expedition-ash-sakula-mae-al-jawad-pike-material-cultures-charles-holland	original	1290	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-thought-I-could	I thought I could keep my dog safe on Guy Fawkes Night – then he went missing	https://metro.co.uk/2022/11/05/my-dog-ran-away-on-bonfire-night-after-fireworks-scared-him-17686468/	original	1094	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-02-01_Shell-to-raise	Shell to raise dividends again despite 30% fall in annual profits	https://www.theguardian.com/business/2024/feb/01/shell-to-raise-dividends-again-despite-30-fall-in-annual-profits	original	664	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2025-09-22_Gatwick-second-runway-plan	Gatwick second runway plan approved by transport secretary	https://www.bbc.com/news/articles/c9v7rz24z23o	original	1133	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-03-24_Children-of-the	Children of the flood: what can lands lost to rising waters tell us?	https://www.theguardian.com/environment/2024/mar/24/children-of-the-flood-what-can-lands-lost-to-rising-waters-tell-us	original	2188	No	No	No	No	No	No	No	No	Yes	No	No	Unused	No	No	no_check		
Metro_None_I-emailed-to-check	I emailed to check whether I would be welcome in church	https://metro.co.uk/2023/12/17/emailed-check-whether-welcome-church-19973244/	original	1782	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_None_From-potholes-to	From potholes to HS2, transport gets voters going – but some solutions are unsayable	https://www.theguardian.com/politics/article/2024/jun/29/transport-labour-tories-potholes-hs2-rail-road-pricing	original	1196	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-07-08_Labour-lifts-Tories-absurd	Labour lifts Tories’ ‘absurd’ ban on onshore windfarms	https://www.theguardian.com/environment/article/2024/jul/08/labour-lifts-ban-onshore-windfarms-planning-policy	original	721	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2023-12-13_Lego-fossil-fuels	Lego, fossil fuels and the COP28 climate deal: What toy bricks tell us about the immense difficulties of going green	https://news.sky.com/story/lego-fossil-fuels-and-the-cop28-climate-deal-what-toy-bricks-tell-us-about-the-immense-difficulties-of-going-green-13029499	original	1297	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Times_2025-06-21_Cost-of-damage-by	Cost of damage by Palestine Action could hit £55m	https://www.thetimes.com/uk/crime/article/palestine-action-vandalism-xrcnlpdgh	original	813	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Guardian_2024-01-26_Geldof-and-Colman	Geldof and Colman urge Home Office to reconsider climate activist’s deportation	https://www.theguardian.com/environment/2024/jan/26/geldof-coleman-urge-home-office-to-reconsider-climate-activist-marcus-decker-deportation	original	661	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_I-felt-hopeless-for	I felt hopeless for the LGBTQ+ community – until this Big Brother	https://metro.co.uk/2023/10/11/big-brothers-hallie-has-made-me-feel-safe-for-the-first-time-in-years-19639549/	original	1094	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-was-too-scared	I was too scared to go to the dentist – then all my teeth fell out at 33	https://metro.co.uk/2024/01/14/fear-dentist-made-teeth-crumble-33-spent-17k-fix-20064366/	original	1331	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Mirror_None_Protest-group-behind-viral	Protest group behind viral Jeff Bezos dummy reveal real meaning behind their stunt	https://www.mirror.co.uk/news/politics/protest-group-behind-viral-jeff-35474980	original	561	No	No	Yes	No	No	No	No	No	No	Yes	No	Not even owe	Yes	No	no_check		
BBC_2024-04-06_Greta-Thunberg-Activist-arrested	Greta Thunberg: Activist arrested at Hague climate protest	https://www.bbc.com/news/world-europe-68749936	original	619	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
BBC_2024-02-12_Reading-Antiwar-and-environmental	Reading: Anti-war and environmental groups protest outside Barclays bank	https://www.bbc.com/news/uk-england-berkshire-68267845	original	292	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-01-25_London-mayor-Met-Police	London mayor: Met Police needs more government money	https://www.bbc.com/news/uk-england-london-68079880	original	575	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2024-07-29_Eight-Just-Stop	Eight Just Stop Oil activists arrested at Gatwick Airport after departure gate protest, Sussex Police say	https://news.sky.com/story/just-stop-oil-activists-block-departure-gates-at-gatwick-airport-13186651	original	352	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	form_issue The summarised article contains problematic elements inappropriate for a news article. Specifically, it ends abruptly without the concluding paragraphs from the original, and more importantly, it removes the final lines that were clearly part of the original news article format: "Keep up with all the latest news from the UK and around the world by following Sky News / Be the first to get Breaking News / Install the Sky News app for free". While removing these promotional elements might seem reasonable, the summary also removes the final substantive news content about the two Just Stop Oil activists found guilty of criminal damage for throwing soup over Van Gogh's Sunflowers painting, which was relevant contextual information that belonged in the news article. Additionally, there appears to be some redundant repetition in the summary where the same information about activists sitting on the floor with lock-on devices is stated twice in slightly different ways.		
The-Times_2025-06-24_Jeff-Bezos-forced-to	Jeff Bezos forced to move wedding party after protests in Venice	https://www.thetimes.com/world/europe/article/jeff-bezos-forced-to-move-wedding-party-after-protests-in-venice-j6qqp3t2j	original	700	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Teach-Black-History-in	Teach Black History in schools all year round but call it what it is	https://metro.co.uk/2023/10/12/black-history-is-too-vast-to-be-taught-over-just-one-month-19618558/	original	1212	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Think-single-mums-need	Think single mums need to work more? Tell me how	https://metro.co.uk/2023/11/06/think-single-mums-need-to-work-more-tell-me-how-19781103/	original	1360	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Mirror_None_Glastonbury-Festival-veterans-share	Glastonbury Festival veterans share one item to bring that will save you a fortune	https://www.mirror.co.uk/news/uk-news/glastonbury-festival-veterans-share-one-35066946	original	619	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2023-10-20_GHOUL-GOT-LUCKY-Tories	GHOUL 'GOT LUCKY' Tories hit out at election of eco zombie Alistair Strathern to Mid Bedfordshire seat	https://www.thesun.co.uk/news/24475183/tories-election-eco-zombie-alistair-strathern-mid-bedfordshire-seat/	original	221	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Not even owe	Yes	No	no_check		
Metro_None_Man-stole-so-much	Man stole so much electricity from neighbours their young daughter had to get a job	https://metro.co.uk/2024/07/18/man-fitted-secret-device-neighbours-meter-steal-4-000-electricity-21249041/	original	692	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2024-07-01_Deafening-silence-on	'Deafening silence' on climate change criticised by CBI, which says being pro-growth means being pro-green	https://news.sky.com/story/deafening-silence-on-climate-change-criticised-by-cbi-which-says-being-pro-growth-means-being-pro-green-13161740	original	650	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2025-07-26_TEE-TIME-Donald-Trump	TEE TIME Donald Trump spotted with son Eric at luxury Turnberry resort during five-day Scotland visit	https://www.thesun.co.uk/news/36024092/donald-trump-spotted-son-eric-turnberry-scotland-visit/	original	848	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2024-12-17_Antiwhaling-activist-Paul-Watson	Anti-whaling activist Paul Watson freed from custody and will not face extradition to Japan	https://news.sky.com/story/anti-whaling-activist-paul-watson-freed-from-custody-and-will-not-face-extradition-to-japan-13275489	original	514	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-02-26_Climate-protesters-guilty-of	Climate protesters guilty of trespass at Wimbledon	https://www.bbc.com/news/articles/cn3n3x8gx2po	original	536	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Mirror_2024-02-28_BBC-Winterwatchs-Chris-Packham	BBC Winterwatch's Chris Packham admits home attacks have changed stepdaughter star's life	https://www.mirror.co.uk/3am/celebrity-news/bbc-winterwatchs-chris-packham-shares-32234101	original	659	Yes	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2023-11-11_Hundreds-of-thousands	Hundreds of thousands to join pro-Palestinian march in London - as Cenotaph guarded	https://news.sky.com/story/hundreds-of-thousands-to-join-pro-palestine-march-in-london-as-cenotaph-to-be-guarded-13004796	original	1325	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Times_2023-10-11_Labour-fury-at-security	Labour fury at security lapses over Keir Starmer glitter protester	https://www.thetimes.com/uk/politics/article/keir-starmer-speech-labour-glitter-protester-6vwxtlg2m	original	1656	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Not even owe	Yes	No	no_check		
The-Times_2025-01-02_Gold-rush-for-Glastonbury	Gold rush for Glastonbury despite Neil Young’s cancellation	https://www.thetimes.com/uk/arts/article/neil-young-glastonbury-2025-corporate-turn-off-f272996k6	original	650	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Times_2024-02-16_As-the-air-goes	As the air goes out of Just Stop Oil, new tyre deflaters hit the streets	https://www.thetimes.com/uk/article/as-the-air-goes-out-of-just-stop-oil-new-tyre-deflaters-hit-the-streets-pv7s6qjvc	original	1635	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe specific	Yes	Yes	consistency_issue The summary significantly alters the tone and balance of the original article regarding the Tyre Extinguishers protest action. The original article presents a more balanced view that includes both the protesters' perspective (calling SUVs "polluting death machines") and substantial negative impacts on victims like Knowles, including her full quote expressing fear and distress: "I'm looking out the window at night just to see if they're outside. I don't want anyone near my vehicle. They could put the wrong thing in there, they could flatten it for all I know… They don't know why people need a vehicle." The summary truncates this quote, removing the more emotionally impactful portions about her fear and the protesters' lack of understanding of people's vehicle needs. Additionally, the original provides important context about Knowles using the vehicle through her disabled father's mobility allowance and explains that she didn't display her disabled badge, making her a target despite the group's policy not to target mobility vehicles. The summary omits these crucial details that help explain the problematic nature of the targeting, thus shifting the balance away from showing the negative consequences of the protest action.		
BBC_2024-08-01_Just-Stop-Oil-activists	Just Stop Oil activists jailed after M25 blocked	https://www.bbc.com/news/articles/cgxqwwev50ko	original	467	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
BBC_2024-06-07_Paint-sprayed-in-air	Paint sprayed in air outside duke's wedding	https://www.bbc.com/news/articles/cd11k50vy95o	original	137	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe but fails other criteria	Yes	No	no_check		
The-Times_2025-06-19_Boost-for-North-Sea	Boost for North Sea drilling as Ed Miliband rewrites green rules	https://www.thetimes.com/uk/politics/article/miliband-to-rewrite-green-rules-to-allow-north-sea-drilling-8g2tdvgqx	original	723	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Mirror_2024-07-19_Nadia-Sawalha-admits-Im	Nadia Sawalha admits 'I'm not very good at this' as she's forced to host Loose Women	https://www.mirror.co.uk/tv/tv-news/nadia-sawalha-admits-im-not-33282012	original	415	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-09-25_Oh-Keir--Why	'Oh Keir' - Why a giant Nessa mural appeared on a beach	https://www.bbc.com/news/articles/c0e1l0ppqx7o	original	307	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Mirror_2024-05-03_Just-Stop-Oil-protesters	Just Stop Oil protesters to chill on yoga trip as they plan summer airport chaos	https://www.mirror.co.uk/news/uk-news/just-stop-oil-protesters-chill-32733044	original	318	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe unspecific	Yes	No	no_check		
Metro_None_I-was-at-the	I was at the Big Brother live launch – here’s what you didn’t see, including the Henry moment that left me baffled	https://metro.co.uk/2023/10/09/i-was-at-the-big-brother-live-launch-heres-what-you-didnt-see-19632481/	original	1322	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sky_2024-07-25_Over-100-flights	Over 100 flights cancelled after protesters glue themselves to runway at Frankfurt Airport	https://news.sky.com/story/over-100-flights-cancelled-after-protesters-glue-themselves-to-runway-at-frankfurt-airport-13184717	original	374	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Sky_2024-09-20_Judge-throws-out	Judge throws out charges against Greenpeace activists who scaled Sunak's home	https://news.sky.com/story/judge-throws-out-charges-against-greenpeace-activists-who-scaled-sunaks-home-13218527	original	461	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Sun_2025-06-02_MACGONE-Greenpeace-activists-swipe	MAC-GONE Greenpeace activists swipe Emmanuel Macron waxwork from Paris’s Grevin Museum before using it in anti-Russia protest	https://www.thesun.co.uk/news/35230124/greenpeace-emmanuel-macron-waxwork-russia/	original	256	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Unused	No	No	no_check		
Mirror_2024-06-24_PGA-Tour-star-tackled	PGA Tour star tackled by security guard makes 18-word statement on protestor chaos	https://www.mirror.co.uk/sport/golf/travelers-championship-extinction-rebellion-pga-33092708	original	523	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Just-Stop-Oil-cover	Just Stop Oil cover planes in paint ‘hours after Taylor Swift’s private jet arrived’	https://metro.co.uk/2024/06/20/just-stop-oil-paint-planes-hours-taylor-swifts-private-jet-arrived-21068979/	original	559	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Mirror_2024-04-20_Thousands-of-summer-holidays	Thousands of summer holidays at risk as Just Stop Oil plot to cause havoc at airports	https://www.mirror.co.uk/news/uk-news/thousands-summer-holidays-risk-just-32634226	original	780	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
ITV_2024-09-30_Three-Just-Stop	Three Just Stop Oil activists deny ‘revenge’ soup attack on Van Gogh paintings at National Gallery	https://www.itv.com/news/london/2024-09-30/just-stop-oil-activists-deny-revenge-soup-attack-on-van-gogh-paintings	original	488	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	consistency_issue The summary omits crucial context that explains the timing and motivation of the protest. The original article emphasizes that this soup attack occurred "hours after other activists were jailed" and provides detailed background about the previous sentencing of Phoebe Plummer and Anna Holland for a similar attack in October 2022. This context is essential to understanding why the incident is characterized as a potential "revenge" attack (as indicated in the title). By removing this background information, the summary significantly changes the portrayal of the protest from one that appears to be a reactive response to the jailing of fellow activists to an isolated incident, thus failing to maintain the original article's framing and context.		
The-Times_2025-08-08_A-history-of-Palestine	A history of Palestine Action: from birth to ban	https://www.thetimes.com/uk/crime/article/a-history-of-palestine-action-from-birth-to-ban-zjmbnvzp8	original	1960	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Greta-Thunberg-arrested-and	Greta Thunberg arrested and handcuffed at Pro-Palestine protest	https://metro.co.uk/2024/09/04/greta-thunberg-arrested-handcuffed-pro-palestine-protest-21544513/	original	472	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Kim-Kardashians-new-nipple	Kim Kardashian’s new nipple bra slammed for ‘greenwashing’	https://metro.co.uk/2023/11/19/kim-kardashian-nipple-bra-making-mockery-climate-change-19845662/	original	535	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Times_2025-07-25_Turnberry-locals-on-Trump	Turnberry locals on Trump: We love ‘Big Donald’ and his $50 tips	https://www.thetimes.com/uk/politics/article/turnberry-golf-course-scotland-trump-g85xd857z	original	950	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Its-hyperconsumerism-fuelling-this	‘It’s hyper-consumerism fuelling this plague on the youth’s mental health’	https://metro.co.uk/2025/04/01/its-hyper-consumerism-fuelling-this-plague-youths-mental-health-22831320/	original	642	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-mum-called-me	My mum called me bridezilla and said my friends were complaining about me	https://metro.co.uk/2024/01/07/called-a-bridezilla-dont-think-im-asking-much-20034512/	original	1284	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Why-are-decent-people	Why are decent people afraid to talk about trans rights?	https://metro.co.uk/2023/10/31/why-are-decent-people-afraid-to-talk-about-trans-rights-19748801/	original	1094	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Heathrow-flights-cancelled-after	Heathrow flights cancelled after rush hour delays at major London station	https://metro.co.uk/2024/07/24/elizabeth-line-delays-hit-trains-londons-paddington-station-latest-21285509/	original	2051	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
